origin_text,random_text,label
他到学校的时候，中文课已经开始。,他到学校的时后，中文课已经开始。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
对不起老师，今天早上我的婆婆生病，所以我要带他去看医生。,对不起老师，今天早上我的婆婆神病，所以我要带他去看医生。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
他等了二十分钟，公车才来，而且今天的路上的车子比较多，公车碰到塞车了。,他等了二十分钟，公车才来，而且今天的路上的车子必较多，公车碰到塞车了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
他坐公车三十分钟才到学校了。,他座公车三十分钟才到学校了。,0 1 0 0 0 0 0 0 0 0 0 0 0 0
别再喝酒太多。别再睡过头吧！,别再喝酒太多。别再睡过头把！,0 0 0 0 0 0 0 0 0 0 0 0 1 0
我要坐的巴士是７１６。,我要座得巴士是７１６。,0 0 1 1 0 0 0 0 0 0 0
可是这个巴士来得时很慢，结果我来不及上课。,可是这个巴士来得时很慢，结果我来不起上课。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
闹钟响了好几次也无法叫醒他，结果他七点二十五分才被吵醒来。,闹钟响了好几次也无法叫醒他，结果他七点二十五分才陪吵醒来。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
他还需要搭公车去学校，一到车站的时候，他发现很多人在公车站排队。,他还需要撘公车去学校，以到车站的时候，他发现很多人在公车上排队。,0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
他后来选择了坐计程车去学校。,他后来选择了座计程车去学校。,0 0 0 0 0 0 1 0 0 0 0 0 0 0
一个人是大明跟他的女生的朋友，她们很漂亮。,一个人是大名跟他的奴生的朋友，她们很票亮。,0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
他的眼睛的色红色，因为他现在很累，他要睡觉。,他的眼靓的色红色，因为他现在很累，他要睡觉。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他快进坐下，下课以后跟老师说「不好意思！昨晚很晚才睡觉。」,他快进座下，下课以后跟老师说「不好意思！昨晚很晚才睡觉。」,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
最近，我觉得很累，生活太过无聊。,最近，我觉得很累，生活台我无聊。,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
在夜店很热闹，有很多辣妹在跳舞，还可以喝酒和啤酒，跳舞，跟辣妹聊一聊。,在夜店很热闹，有很多辣妹在跳舞，还可以喝酒和啤酒，跳无，跟啦妹聊一聊。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
在公车站很多人在等公车，因为是上班的时间。,在公车站很多人在等公车，因为是上班的事件。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
我偷偷进去，老师看到我，她就生气了。,我偷偷轻去，老师看到我，她就生气了。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
后来我不敢很晚回家，要用功一点。,或来我不敢很晚回家，要用功一点。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他觉醒的时候，已经８点２０分左右。,他叫醒的时候，已经８点２０分左右。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
有一天８点晚上李大明跟他朋友去跳舞的地方。,有一天８点晚上李大明哏他朋友去跳舞的地方。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
那个地方有很多人，他们觉得非常热闹，所以李大明跟他们喜欢那个地方。,那个地方有很多人，他们觉得非常热闹，所以李大明跟他们喜欢哪个地方。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
李大明喝很多酒也跳舞跟他的朋友们。,李大明喝很多酒也跳五跟他的朋友们。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
所以他很快洗澡然后走路到公车站。,所以他很快洗澡然后走路到公车佔。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
李大明坐公车的时候，又一边睡觉有又一边很快的看书，因为晚上没有看书。,李大名坐公车的时候，又一边睡觉有又一边很快的看书，因为晚上没有看书。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
差不多３０分钟他们到了。,差不多３０份钟他们到了。,0 0 0 0 0 1 0 0 0 0 0 0
他的老师：「你怎么了？」，李大明说：「我头痛。」。,他的老师：「你怎嚜了？」，李大明说：「我头痛。」。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老师说：「好好没关系，明天你得来８点好不。」。,老师说：「好好美关系，明天你得来８点好不。」。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他坐那个公车到学校，可是上课时间也已经十分过了。,他座呢个公车到学校，可是上课时间也已经十分过了。,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我赶快洗澡，洗了一个澡，把我的包包上身，我跑路去等公车。,我干快洗澡，洗了一个澡，把我的包包上身，我跑路去等公车。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
在路上有很多人，非常热闹。,在路上有很多人，非常热恼。,0 0 0 0 0 0 0 0 0 0 0 1 0
我看我的手表，时间已经九点半了，我糟糕了。,我看我的手摽，时间已经九点半了，我躁诰了。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
他看我来，就问我为什么迟到。,他看我来，就问我为什么只到。,0 0 0 0 0 0 0 0 0 0 0 1 0 0
虽然天气下雨，但是我来了，我骑脚踏车去。,虽然天气下雨，但是我来了，我即就踏著去。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0
暑假的时候我想回印尼，但是我没有时间。,苏嘉的时候我想回印尼，但是我没有时间。,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我必须在实验室做实验，因为明年我要毕业了。,我必须在实验室做实验，应为明年我要毕业了。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
我的老师说「你必须用功」。,我的老实说「你比希用功」。,0 0 0 1 0 0 0 1 1 0 0 0 0
暑假在台湾也没关系，如果我做实验做得很无聊，我可以去看看很漂亮的地方，还去夜市买东西。,苏嘉在台湾也没关系，如果我做实验做得很物料，我可以去看看很漂亮的地方，骇去夜市买东西。,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
祝你身体健康。,纸呢身体健康。,1 1 0 0 0 0 0
昨天我看到你太太，她告诉你有感冒。,作天我看到你太太，她告诉你有感冒。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我觉得你应该也吃药也休息几天就好了。,我觉得你应该也吃药也休息机天就好了。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
因为其实明天我有考试，所以今天不可以去看你。,因为其是明天我有考试，所以今天不可以去看你。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我希望你很快恢复。,我希望你很快快复。,0 0 0 0 0 0 1 0 0
我希望你很快恢复你的健康！那么你好好得休息。,我希望你很快回复你的健康！那么你好好得休息。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
可是他还是说我不能去看你，因为你应该多休息。,可是他还是说我不能去看你，应为你应该多休息。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
希望你身体快好起来，恢复以前的大明很活力。,希望你身体快好起来，回复以前的大明很活力。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
不好意思！我现在不能去看你，因为我现在在美国跟我爸妈看我姊姊。,不好亿思！我建在不能去看你，因为我建在在美国跟我爸妈看我姊姊。,0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
现在你的身体情形怎么样？我希望你的身体变快好。,现在你的身体情形怎么杨？我希望你的身体变快好。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
最近天气常常有下雨，有很多人生病。,最近天气常常有下噢，有很多人生病。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
你应该多喝水，热水就是最好的，也多吃水果。,你应该多喝水，热水就属最好的，也多吃水果。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
改天我来看你，好不好？别忘喝水跟吃药。,改天我来看你，好不好？别忘河水跟吃药。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
听说这一次你的感冒很严重，去急诊部。,听说这一次你的感冒很严重，区急诊部。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
你怎么了？为什么这样很严重？,妳怎么了？为什么这样很严重？,1 0 0 0 0 0 0 0 0 0 0 0 0 0
欸，世界上一半是女孩子耶，不要这样那么伤心。,欸，世界上一半是女孩子也，不要这样那么伤心。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
我希望你赶快坚固起来，我回去的时候好好的见面。,我希望你赶快坚固起来，我会去的时候好好的见面。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
祝你身体健康。,助你身体健康。,1 0 0 0 0 0 0
希望你的病快好，你的身体越来越健康！,希望你的冰块好，你的身体越来越健康！,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
你的身体现在怎么了？还好吗？,你的生体现在怎么了？还好吗？,0 0 1 0 0 0 0 0 0 0 0 0 0 0
等你好了一起去钓鱼好吗？你一定要快好。,等你好了一起去钓鱼好吗？你一订要快好。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
我写这封电子邮件问你，现在你的身体怎么样了？,我写这丰电子邮件问你，现在你的身体怎么样了？,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为我工作最近很忙没有空，我不能去看你，对不起你。,因为我工作最近很忙没有控，我不能去看你，对不起你。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
我们的同学跟我说你生病，你怎么样？,我们的同学跟我说你神病，你怎么样？,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
近来天气很冷，听说现在有很多人感冒。,近来天气很冷，听说现在有很多人根冒。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我希望你生病快好，你要吃多水果，以后我们可以一起吃饭。,我希望你神病快好，你要吃多水果，以后我们可以一起吃饭。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我很想要去看你，不过我最近工作太忙不能去，希望你快恢复。,我很想要去看你，不过我最近工作太忙不能去，希望你快回复。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
您好，我是李。您的身体怎么样？,您好，卧是李。您的身体怎么样？,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
既然我要跟你见面，可是应该帮他，可不可以改天吗？,即然我要跟你见面，可是应该帮他，可不可以改天吗？,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我真的担心你，也想看你可是现在我不在台北所以真的不能看你，真的对你不好意思。,我真的担心你，也想看你可是现在我不在台杯所以真的不能看你，真的对你不好意思。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你的身体哪里不好呢？,你的身体拿里不好呢？,0 0 0 0 1 0 0 0 0 0
我希望你的病越来越好，身体越来越健康。,我希望你的病越来越好，身体越来越建康。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我看你从来都没有休息的时间，整天都是工作的。,我看你从来都没有休息的时间，正天都是工作的。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我希望你的身体好了可是如果我的病就好了快到了，我一定马上去你的家和给你礼遇。,我希望你的身体好了可是如果我的冰就好了快到了，我一定马上去你的珈和给你礼遇。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
我昨天打电话给了你妈妈，她说你感冒住院了，我听了以后真的很担心。,我昨天打电话给了你妈妈，她说你感冒住院了，我听了以后真得很担心。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
听说你生病了，也不看到你上课。,听说你生病了，也不看到你上个。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
你的身体怎么样？你生什么病了？,你的身体什么样？你生什么病了？,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
妈妈不会说中文，而且她不要一个人在家里。,妈妈不会说中文，而且他不要一个人在家里。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
对不起，我这个礼拜有很多事，忙得不得了，还没有时间去看你。,对不起，我这个里拜有很多事，忙得不得了，还没有时间去看你。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我希望你快要好了。,我希冠你快要好了。,0 0 1 0 0 0 0 0 0
上个周末有空，我会去看你。,上个周末有空，我会去看你。,0 0 0 0 0 0 0 0 0 0 0 0 0
收到你的信我很高兴！也很想回信，可是我一忙就忘了。,受到你的信我很高兴！也很想回信，可是我一忙就忘了。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
可惜我不能参加，因为现在我正在台南念研究所，还有明天跟后天我得考期末考了。,可惜我不能参加，因为现在我正在台南念研究所，还有明天跟后天我得考其末考了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
祝新郎、新娘：「永远快乐！早生贵子！」,祝新浪、新娘：「永远快乐！早生贵子！」,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我们已经约会时间，我们真的没有办法去，因为我一定来不及。,我们已经约会时间，我们真得没有办法去，因为我一定来不起。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我要跟你们说恭喜恭喜，我希望你们想要的东西都可以拿得到。,我要跟你们说恭喜恭喜，我希望你门想要的东西都可以拿得到。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
我收到了一封邀请卡，我想去你们的婚礼祝福你们，不过因为我刚好你们婚礼那天我要考试。,我受到了一封邀请卡，我想去你们的婚礼祝福你们，不过因为我刚好你们婚礼那天我要考试。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我替你们很高兴喔。,我提你们很高兴喔。,0 1 0 0 0 0 0 0 0
我很开心知道你们五月二十日就要结婚了。,我很开兴知道你们五月二十日就要结婚了。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你们要结婚那天我很忙，那天我要去考试。,你们要结婚那天我很忙，那天我要去烤师。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
亲爱李大明和林小美，谢谢邀请我妳们的婚礼。,请爱李大明和林小美，谢谢邀请我妳们的婚龄。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我很高兴你们结婚了，难怪热心得不得了。,我很高兴你们结婚了，难怪热心的不得了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
庆祝你的结婚，可是我有国外出差，所以我不能参加。,庆祝你的结昏，可是我有国外出差，所以我不能掺加。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我很高兴收到你们结婚的邀请单，你们到底决定结婚了！,我很高兴受到你们结婚的邀请单，你们到底决定结婚了！,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
感谢你们寄给我的邀请卡。,感谢你们寄给我的边请卡。,0 0 0 0 0 0 0 0 1 0 0 0
因为我住在秘鲁的奶奶生病得很严重。,因为我注在秘鲁的奶奶生病得很严重。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
我怕她这几天可能会过世，因此我计画下礼拜去秘鲁探亲。,我怕她这几天可能会过世，因此我计画下礼拜去密鲁探亲。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
希望你们那个很特别的一天过得很开心！,希望你们那个很特别的一天过的很开心！,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
我很高兴你们邀请我参加你们的婚礼。,我很高兴你们要请我参加你们的寰麟。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0
好可惜我下个礼拜要回国，我已经买过飞机票所以没办法那天跟你们一起庆祝你们的婚礼。,好可惜我下个礼拜要回国，我已经买过飞机票所以没办法那天跟你们一起庆祝你们的寰麟。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
那一天我会想你们所以我跟你们会打电话！,那一天我回想妳们所以我跟你们会打电话！,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
谢谢你们寄给我招待卡，我很高兴。,谢谢你们寄给我绍待卡，我很高兴。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
我听到你们下个月要结婚了，我觉得很高兴，恭喜，恭喜。,我听到妳们下个月要结婚了，我觉得很高兴，恭喜，恭喜。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
恭喜你们永远幸福，早生孩子，恭喜恭喜。,恭喜妳们永远幸福，早生孩子，恭喜恭喜。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我祝福你们幸福快乐地过每一个日子。,我祝福你们幸福快乐的过每一个日子。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
刚好公司派我去谈生意，所以我走不开的。,刚好公司排我去淡生意，所以我走不开的。,0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
如果有空，下一次我们再一起吃饭吧！,如过有空，下一次我们再一起吃饭把！,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我去那里，然后我要告诉你们恭喜你们！,我去哪里，然后我要告诉你们恭喜你们！,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
每个人带不一样的东西，也穿不一样的衣服。,每个人带不一样的东西，也常不一样的衣服。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
他们坐二九七的公车去。,他们做二九七的公车去。,0 0 1 0 0 0 0 0 0 0 0
他们决定下雨太大了，没有办法继续在外面烤肉。,他们决定下雨太大了，没有办法几希在外面烤肉。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
他们的衣服都不干。,他们的衣服都不干。,0 0 0 0 0 0 0 0 0
我们的衣服通通都脏了，肉也还没吃。,我门的依服通通都葬了，肉也还没吃。,0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
最后我们要来餐店吃饭。,最后我门要来餐店吃饭。,0 0 0 1 0 0 0 0 0 0 0
他们要坐公车去野餐，等公车的时候，他们都高高兴兴地说今天的计画。,他们要坐公车去野餐，等公车的时候，他们都高高兴兴地说今天得计画。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
